Country;Name;Totalfollowers;followerspain;authenticengament;Account2;Links;Category;Subcategory;Subcategory 2;Subcategory 3;Country.1;Marcas1;Marcas2;Marcas3;Marcas4;Marcas5;Marcas6;Marcas7;Marcas8;Marcas9;Marcas10;Tik Tok;Youtube;Twitter;%offemales
Italy; Selvaggia Roma;1100000;693700;3800;selvaggiaroma_;https://www.instagram.com/selvaggiaroma_/?hl=es;Fitness;Beauty;Lifestyle;Unknown;italy;@emilioadamvar,;@75studio,;@doriancorporation,;@livenoneladurso,;@barbaracarmelitadurso,;@heysmileitalia,;@idola_roma,;@pomeriggio5tv,;@luigi_mastroianni,;@fitvia.it?;Unknown;Unknown;Unknown;66.6 %
Italy; Eleonora Rocchini ;983900;726500;5900;ele.rc;https://www.instagram.com/ele.rc/?hl=es;Fitness;Beauty;Unknown;Unknown;italy;@armandolapietra,;@personal_g,;@sandroparis,;@mariadambro,;@davidecichello,;@philipppleinofficial,;@antoniocrocemilano,;@benetton,;@moschino,;@samsungitalia;Unknown;Unknown;Unknown;74.0 %
Italy; Giovanni Fois ;293600;221700;15700;giovanni_fois;https://www.instagram.com/giovanni_fois/?hl=es;Fitness;Beauty;Lifestyle;Unknown;italy;@david_lloyd_malaspina,;@claudio_dovidio,;@dimartino.mattia,;@alexmagix,;@lookatsascha,;@teslamotors,;@lorenzolari_,;@lorenzofiale,;@fusho_original,;@ubereats;Unknown;Unknown;Unknown;13.8 %
Italy; Giuseppe Healthy ;933300;653700;4100;giuseppe_healthy;https://www.instagram.com/giuseppe_healthy/?hl=es;Fitness;Beauty;Unknown;Unknown;italy;@giovi.light,;@gym.types,;@prozisitalia,;@passionfoodmara,;@bene_mangia_sano,;@_giadaferrari,;@thehealthiesrecipes,;@fit_clear,;@valliludovica,;@ricette_grafiche;Unknown;Unknown;Unknown;66.1 %
Italy; Gaia Sabbatini ;291700;169700;11600;gaia_sab99;https://www.instagram.com/gaia_sab99/?hl=es;Fitness;Family;Beauty;Shows;italy;@adidasita,;@adidas,;@adidasrunning,;@clavergold,;@beafiorese,;@evasbbtn,;@maurofraress,;@er_pavone,;@atleticaitaliana,;@adidasxstella;Unknown;Unknown;Unknown;11.9 %
Unknown; Eleonora Goldoni ;365500;224900;7400;eleonora_goldoni;https://www.instagram.com/eleonora_goldoni/?hl=es;Fitness;Beauty ;Humor & Fun & Happiness;Literature & Journalism;italy;@tim.vision,;@shape_republic_it,;@buddyfit_it,;@adidasita,;@hotmail.it,;@nicologoldoni,;@mercedesbenzmerbag,;@adidas,;@googleatap,;@andrea_ferri88;Unknown;Unknown;Unknown;
Italy; Giusy Rizzo;410700;197200;6600;giusy_rizzo_fashion;https://www.instagram.com/giusy_rizzo_fashion/?hl=es;Fitness;Beauty;Family;Lifestyle;italy;@niccolo_leone_ph,;@j_cube_design,;@liviacorsetti_pl,;@guess,;@giusy_rizzo_fashion,;@thegoldforex;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;0%
Italy; Delia Duran;462500;301700;6000;deliaduran_official;https://www.instagram.com/deliaduran_official/?hl=es;Fitness;Photography;Beauty;Unknown;italy;@agentprovocateur,;@axb_studio,;@alessandrofilippi,;@alexbelli,;@anastasiyachvala,;@beatrice.agnoli,;@direcontrolaviolenza,;@_basta_violenza__sulle_donne_,;@divamilano.brand,;@dxd.duran;Unknown;Unknown;Unknown;39.6 %
United States; Virginia Varinelli ;553000;107500;5000;virginiavarinelli;https://www.instagram.com/virginiavarinelli/?hl=es;Fitness;Lifestyle;Beauty;Unknown;italy;@jaegerlecoultre,;@chanelofficial,;@revlon_italy,;@revlon,;@aristotelesharpei,;@yoox,;@federicoavanzini,;@niclaofficial,;@maisonmargiela,;@hermes;Unknown;Unknown;Unknown;47.1 %
Italy; Vanessa Ferrari ;267400;174700;7300;ferrarivany;https://www.instagram.com/ferrarivany/?hl=es;Fitness;Beauty;Unknown;Unknown;italy;@sigoagymartistica,;@liaparolari,;@airtrackitalia,;@italpizzaofficial,;@galia1971,;@toyota_italia,;@federginnastica,;@lefateditalia,;@acqua_uliveto,;@piquadroofficial...e;Unknown;Unknown;37278;67.4 %
Italy; Davide Campagna ;526500;345600;3600;cottoaldente;https://www.instagram.com/cottoaldente/?hl=es;Fitness;Beauty;Unknown;Unknown;italy;@mailleitalia,;@humanitashealth,;@beltemposisperatv2000,;@mandorleit,;@pinocuttaia,;@giacomoacquadro,;@lollopalomba,;@bennybenassi,;@nyrr,;@nycmarathon;Unknown;58300;Unknown;
Unknown; Erik Barsi ;148300;33400;12100;erikbarsi_sw;https://www.instagram.com/erikbarsi_sw/?hl=es;Fitness;Beauty;Cinema & actors/actresses;Unknown;italy;@nogravity.workout,;@insane_calisthenicss,;@street_workout_oficial,;@calisthenics_athletes,;@beast_of_static,;@foodspring_it,;@foodspring,;@best_freestyle_combos,;@superhumanspower,;@calisthenicsmilano;310600;Unknown;Unknown;
Spain; Selene Genisella ;195400;122000;8600;selenegenisella;https://www.instagram.com/selenegenisella/?hl=es;Fitness;Beauty;Unknown;Unknown;italy;@sgprogram,;@valentina.melia,;@nike,;@matteosaudino,;@veronica_caragnini_psicologa.,;@eloisafrancia,;@matteogenisella__pt,;@zara,;@eres,;@prada;Unknown;Unknown;Unknown;
Italy; Federica Saviano ;274400;155700;6000;effesaviano;https://www.instagram.com/effesaviano/?hl=es;Fitness;Beauty;Unknown;Unknown;italy;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;132700;Unknown;Unknown;Unknown
Unknown; Alessia Demciuc;182000;86100;8500;alessia.demciuc;https://www.instagram.com/alessia.demciuc/?hl=es;Fitness;Beauty;Unknown;Unknown;italy;@fitnesspage_dannunzz;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown
United States; Carlotta Gagna ;354000;256300;4200;traininpink;https://www.instagram.com/traininpink/?hl=es;Fitness;Beauty;Unknown;Unknown;italy;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;76700;Unknown;Unknown;Unknown
Italy; Giorgio Petrosyan ;308100;107500;3800;giorgiopetrosyan;https://www.instagram.com/giorgiopetrosyan/?hl=es;Fitness;Beauty;Unknown;Unknown;italy;@venum,;@onechampionship,;@stoneisland_official,;@stoneandboys,;@armenpetrosyan86,;@giovanni.tavaglione.92,;@wagner_mela,;@team_multifight_petrosyan,;@ermes_di_francesca,;@alessandromeda1;Unknown;Unknown;Unknown;13.4 %
Unknown; Andrea Presti ;184000;115300;6700;andrea.presti_ifbbpro;https://www.instagram.com/andrea.presti_ifbbpro/?hl=es;Fitness;Beauty;Unknown;Unknown;italy;@mauro_sassi_team_stones,;@l_a_design_photographer,;@masskullbrand,;@flex_lewis,;@flexatronrhoden,;@lele_rico94,;@actionfit.cinisello,;@tommydollarhide,;@roellywinklaar,;@palestra_pegaso_atletic_club;Unknown;Unknown;Unknown;Unknown
Unknown; Roberta Carluccio ;87700;64599;12800;roberrycfit;https://www.instagram.com/roberrycfit/?hl=es;Fitness;Beauty;Shows;Music;italy;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown
Unknown;Linda Iacono;219400;132600;5300;linda_hurricane;https://www.instagram.com/linda_hurricane/?hl=es;Fitness;Family;Beauty;Travel;italy;@andrea.presti_ifbbpro,;@weider_italia,;@des.de,;@nebbia_italia_official,;@jsvshop,;@_bombafit_,;@uardarexhaphotographer,;@trafficantidarte_official,;@candymantoonz,;@disorderandrea;Unknown;Unknown;Unknown;22.4 %
Australia; Alessandro Zarino ;300200;216800;3500;zarino;https://www.instagram.com/zarino/?hl=es;Fitness;Fashion;Beauty;Music;italy;@zarino;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown
Italy; Deborah Spinelli ;251200;62900;4000;deborahfashionsport;https://www.instagram.com/deborahfashionsport/?hl=es;Fitness;Fashion;Modeling;Beauty;italy;@correremagazine,;@gozwift,;@fabio_dannunzio_speaker,;@cristiano,;@nike,;@cosimo_run,;@marco_red_scanziani,;@regionetoscana,;@fage_italia,;@saveyourgym_gloves;Unknown;Unknown;Unknown;9.0 %
Italy;Sergi Martina;481200;67300;2000;martina_sergi;https://www.instagram.com/martina_sergi/?hl=es;Fitness;Lifestyle;Beauty;Unknown;italy;@giulia.boccasile,;@martina__rando,;@aloyoga,;@claudia__casanova,;@nude_yogagirl,;@cityzenmilano,;@dobbyandlepi,;@maurizio_iobbi,;@nuda.sisters,;@martina_sergi;152500;Unknown;Unknown;
Italy; Emily ;110400;48400;7900;memly_02;https://www.instagram.com/memly_02/?hl=es;Fitness;Beauty;Photography;Unknown;italy;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown
Italy; Manuel Caruso ;97000;18900;8700;manuel_caruso_calisthenics;https://www.instagram.com/manuel_caruso_calisthenics/?hl=es;Fitness;BeautyLifestyle;Lifestyle;Fashion;italy;@insane_workouttt,;@insane_calisthenicss,;@dsworkout,;@calisthenics_athletes,;@nogravity.workout,;@calisthenics_fam,;@francesco_zeni,;@crossfitgate51,;@finnkalbhenn,;@aliceorlandi96;Unknown;Unknown;Unknown;
Italy; Lucas Peracchi ;440900;225000;2100;lucasperacchi;https://www.instagram.com/lucasperacchi/?hl=es;Fitness;Beauty;Travel;Lifestyle;italy;@mjmemi,;@foodspring_it,;@enock17,;@natgeo,;@marcellomaw,;@paoloprovini,;@lucastrainer.com,;@misseuropecontinentalofficial,;@_giuseppe.filosa,;@cblabstore;Unknown;Unknown;Unknown;68.0 %
Unknown;Lara De Santis;161200;100800;5000;laradesantis_official;https://www.instagram.com/laradesantis_official/?hl=es;Fitness;Beauty;Unknown;Unknown;italy;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown
Unknown; Matteo Piano ;141600;87600;5400;teuzzo]];https://www.instagram.com/teuzzo/?hl=es;Fitness;Architecture & Urban ;Design;Beauty;italy;@teuzzo]];Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown
Unknown;Addison Rae ;40400000;2100000;854300;addisonraee;https://www.instagram.com/addisonraee/?hl=es;Beauty;Fashion;Unknown;Unknown;spain;@americaneagle.,;@ipsy,;@itembeauty,;@bbmas,;@itembeauty.,;@phil_wright_,;@americaneagle,;@amberasaly,;@hesallthatmovie,;@glamouruk;Unknown;Unknown;Unknown;
United Kingdom; Avani ;18700000;736300;101900;avani;https://www.instagram.com/avani/?hl=es;Beauty;Lifestyle;Unknown;Unknown;spain;@fashionnova,;@juicekrate,;@akalahscrunchies,;@sps_eye,;@sikfashion.co,;@morphebrushes,;@milanicosmetics,;@tartecosmetics,;@nyxcosmetics,;@benefitcosmetics;4030000;12000000;Unknown;
Colombia; Luisa Fernanda ;16800000;759200;78300;luisafernandaw;https://www.instagram.com/luisafernandaw/?hl=es;Beauty;Lifestyle;Unknown;Unknown;spain;@pipebueno,;@marilynoquendomusic,;@infinitekparis_col,;@dolcedamore,;@trscapcanahotel,;@scapepark,;@elfestivalheat,;@hrhcpuntacana,;@premiosheats,;@davidvisuals_ph;4900000;4610000;Unknown;64.9 %
Colombia; Paula Galindo | Pautips ;8199999;875700;56500;pautips;https://www.instagram.com/pautips/?hl=es;Beauty;Lifestyle;Unknown;Unknown;spain;@juanpazurita,;@benefitcosmetics,;@lentes.halloween.colombia,;@marimaria,;@pantenemexico,;@panteneco,;@davidvisuals_ph,;@hm,;@colorbeats,;@marioruiz;1800000;8990000;1375375;70.3 %
Italy; KIKO Milano Official ;4900000;541900;7100;kikomilano;https://www.instagram.com/kikomilano/?hl=es;Beauty;Fashion;Unknown;Unknown;spain;@maureennaudts,;@thecinemascoper,;@makeupbytammi,;@brittneyenora,;@mdollasnails,;@stefansubotic_makeup,;@adir_shmuel,;@ievas_makeup,;@angiemilano,;@themirrorbeauty;75500;Unknown;Unknown;82.7 %
Spain; Andrea Duro ;856900;481700;30800;andreaduro;https://www.instagram.com/andreaduro/?hl=es;Beauty;Lifestyle;Cinema & actors/actresses;Unknown;spain;@ikasanchezfr,;@aleighthouse,;@miguecerme,;@nhcollectioneurobuilding,;@_freddyalonso,;@alexandrajhleight,;@theofficialpandora,;@netflixes,;@netflixpelis,;@tveactiva2;Unknown;Unknown;159026;48.2 %
Spain; Aylen Milla ;1000000;163500;14200;aylenmilla;https://www.instagram.com/aylenmilla/?hl=es;Beauty;Unknown;Unknown;Unknown;spain;@matias__cr,;@chile_fashionstudios,;@ferchu_create,;@manaquiroga_makeup,;@keikophotos_,;@vicky__hn,;@ortiz_florencia,;@angemonsalvez,;@pulpa_oficial,;@paualonzoo;Unknown;Unknown;125324;
Spain; Sara Revuelta ;792700;250700;18200;sararevuelta;https://www.instagram.com/sararevuelta/?hl=es;Beauty;Unknown;Unknown;Unknown;spain;@prettylittlething,;@curtflauzin,;@luciaclinic.,;@pelilargas,;@wishfulskin,;@pelilargashaircourse,;@prettylittlething.me,;@carolinapicorios,;@rodriguezdelarossa,;@pelilargas.;112200;Unknown;Unknown;73.2 %
Spain; NATALIA OSONA ;1000000;523799;9400;nataliaosona;https://www.instagram.com/nataliaosona/?hl=es;Beauty;Beauty;Unknown;Unknown;spain;@quanticlo,;@nataliaosona,;@diegosanchis,;@maybelline_es,;@glowrias,;@beautyexpertlancome,;@lancomeofficial,;@douglascosmetics_es,;@opi_spain,;@jbalvin;53500;Unknown;Unknown;77.6 %
Spain; Dr. Carla Barber - Antiaging ;965300;639200;12000;dr.carlabarber;https://www.instagram.com/dr.carlabarber/?hl=es;Beauty;Lifestyle;Unknown;Unknown;spain;@s,;@dr.carlabarber,;@joseoteromusic,;@dar.lala,;@daviddeibis,;@vanesazsas,;@goaorganics:,;@la_petite_folie_lp,;@minillaconcept,;@rosabarber;Unknown;Unknown;Unknown;77.7 %
Spain; MARTA LOZANO ;946000;632500;12300;martalozanop;https://www.instagram.com/martalozanop/?hl=es;Beauty;Clothing & Outfits;Lifestyle;Photography;spain;@diorbeauty,;@dior,;@darioaranyo,;@holacom,;@merilozanop,;@teresaandresgonzalvo,;@lorenzoremohi,;@mariapombo,;@mioh.eu,;@tipitent;35200;Unknown;Unknown;72.6 %
Spain; Noemi Salazar ;916200;575900;11700;noemi_salazar13;https://www.instagram.com/noemi_salazar13/?hl=es;Beauty;Photography;Unknown;Unknown;spain;@zaiild,;@cosasquetepuedengustar,;@zielolasbeatas,;@clinicaslove,;@javier.llorente_,;@noemi_salazar13,;@mariamakeup,;@lolita_ol,;@marinaruizmor,;@lacuarentenajuntos;Unknown;Unknown;Unknown;73.0 %
United States; CAROLINA HERRERA ;6100000;587900;1900;carolinaherrera;https://www.instagram.com/carolinaherrera/?hl=es;Beauty;Fashion;Shopping & Retail;Unknown;spain;@wesgordon,;@karliekloss,;@kodewithklossy,;@wesgordon.,;@javier_biosca,;@harpersbazaares,;@sarafernandezcastro_,;@kleykafe.,;@sashaluss,;@zoeydeutch;Unknown;100000;Unknown;75.4 %
United States; Nadina Ioana ;461700;93800;22200;nadina_ioana;https://www.instagram.com/nadina_ioana/?hl=es;Beauty;Beauty;Unknown;Unknown;spain;@technic_cosmetics,;@inglot_cosmetics,;@miyo_makeup_,;@pixibeauty,;@urbandecaycosmetics,;@morphebrushes,;@maccosmetics,;@etudeofficial,;@tres.she,;@fashionnova;10800000;Unknown;Unknown;67.3 %
Spain; ANITA ;696400;522299;14600;anitamg;https://www.instagram.com/anitamg/?hl=es;Beauty;Unknown;Unknown;Unknown;spain;@tastypokebar,;@douglascosmetics_es,;@deivsalvador,;@revolve,;@grlfrnd,;@lacademie_,;@desenio,;@majorelle_collection,;@houseofharlow1960,;@superdown;Unknown;Unknown;Unknown;74.6 %
Spain; Marta - Ratolina ;417800;193500;18800;heyratolina;https://www.instagram.com/heyratolina/?hl=es;Beauty;Lifestyle;Unknown;Unknown;spain;@pprimor,;@livinbonica,;@sofiatilbury,;@charlottetilbury,;@chaosmakeup.,;@maquillalia,;@maquillajebell.,;@miincosmetics,;@colabhair,;@pprimor.;Unknown;Unknown;51079;79.3 %
Spain; Natalia Cabezas ;596700;344900;12400;trendy_taste;https://www.instagram.com/trendy_taste/?hl=es;Beauty;Beauty;Unknown;Unknown;spain;@massorrer,;@ysl,;@mazdaespana,;@horseshoebendtours,;@premiosodeon,;@victoria.coleccion,;@guerlain,;@naogayoso,;@margacj,;@visa_es;Unknown;Unknown;Unknown;79.7 %
Spain; Mahi Masegosa ;514500;335600;9400;mahimasegosaoficial;https://www.instagram.com/mahimasegosaoficial/?hl=es;Beauty;Modeling;Unknown;Unknown;spain;@gracitanails,;@emibelliaphoto,;@everydaywigscom,;@locashoeszapatosonline,;@s,;@sheinofficial,;@shein_spain,;@patriciamarem,;@cosaslindasquetepuedengustar,;@pandoraclubjerez;Unknown;Unknown;Unknown;60.1 %
Spain; Ángela Rozas Saiz ;747600;406600;5500;madamederosa;https://www.instagram.com/madamederosa/?hl=es;Beauty;Lifestyle;Unknown;Unknown;spain;@hm,;@leftiesofficial,;@stellamccartney,;@thestreetvibe,;@ferlopezxv,;@glamourspain,;@primarkpr.es,;@givenchybeauty,;@moniconint,;@vidorreta_es;34600;Unknown;12551;71.6 %
Spain; JazmÍn Ducca ;652100;288900;5700;jazducca;https://www.instagram.com/jazducca/?hl=es;Beauty;Photography;Art/ Artists;Unknown;spain;@gingerferns,;@alchemistsvalley,;@s.vega,;@baekhyunee_exo,;@weareone.exo,;@crowinng,;@nyxcosmetics_es,;@japanweekend,;@thunderliet,;@marjanroshan;Unknown;Unknown;Unknown;
Spain; Weloversize ;472700;279400;6900;weloversize;https://www.instagram.com/weloversize/?hl=es;Beauty;Unknown;Unknown;Unknown;spain;@weloversize,;@mi.outspoken,;@andyn_ilustracion,;@tereburbujea,;@sarajotabe,;@albadelimon,;@perradesatan,;@aidavallesconsulta_,;@ralphianismo,;@marietabespoke;Unknown;9980;20010;77.0 %
Spain; Raquel Reitx;514900;360200;6100;raquelreitx;https://www.instagram.com/raquelreitx/?hl=es;Beauty;Lifestyle;Unknown;Unknown;spain;@beautyexpertlancome,;@maybelline_es,;@lulubustillo,;@danielwellington,;@nyxcosmetics_es,;@houseofcbes,;@lancomeofficial,;@foreospain.,;@netflixes,;@asos;Unknown;39900;108275;74.5 %
Unknown; Samantha Hudson ;243000;162900;10500;badbixsamantha;https://www.instagram.com/badbixsamantha/?hl=es;Beauty;Unknown;Unknown;Unknown;spain;@is0ac,;@ardenqueardan,;@c.pareja,;@maitenieto,;@vicentguijarro,;@jlcurtin,;@felipelongoni,;@fer.martinez.mk,;@imalaskanebraska,;@_tr3mor_;69900;Unknown;106947;Unknown
Spain; ISABEL SANZ ;261000;169100;9900;isabel_sanzz;https://www.instagram.com/isabel_sanzz/?hl=es;Beauty;Lifestyle;Unknown;Unknown;spain;@garnier_es,;@nudeandsoft,;@s,;@1977_ibiza,;@oysho,;@alejandrolobo__,;@thblosmolinoshotel,;@thbhotels,;@ronbrugal_es,;@travelthelife;Unknown;Unknown;9619;81.1 %
Spain; Marta Torné;500900;300500;4900;marta_torne;https://www.instagram.com/marta_torne/?hl=es;Beauty;Unknown;Unknown;Unknown;spain;@clubbonasport,;@rogergual,;@anarabyanalerida,;@rowenta_es,;@vivadogs_es,;@replicacomunicacion,;@elisabettafranchi,;@purina_es,;@lluritu,;@renatazanchi;Unknown;Unknown;Unknown;45.5 %
Unknown; Raquel Salazar ;447100;268000;5200;raquel_salazar13;https://www.instagram.com/raquel_salazar13/?hl=es;Beauty;Shows;Unknown;Unknown;spain;@pascual_barrull_salazar,;@jorgecadaval,;@ken_appledorn,;@salazar15_,;@isabel_pantoja_martin,;@famosasesp,;@alonsobermejo.,;@lacuarentenajuntos,;@famosasesp.,;@mariscosanamar;Unknown;Unknown;Unknown;Unknown
Spain;Estela Grande;405800;275600;5500;estelagrande;https://www.instagram.com/estelagrande/?hl=es;Beauty;Family;Lifestyle;Unknown;spain;@pandaclubmad,;@crea_tu_party,;@manuelzamoranoestilista,;@clinicasaevo,;@hrhibiza,;@zapateria.es,;@wakeboard10,;@arizonavintage,;@yellowshop.es,;@jorphto;Unknown;Unknown;Unknown;
Spain; Emma García ;486600;286500;4400;emmagarciaweb;https://www.instagram.com/emmagarciaweb/?hl=es;Beauty;Literature & Journalism;Unknown;Unknown;spain;@s,;@vivalavidatele5,;@mediasetcom,;@annama_ortiz,;@fahomamadrid,;@cuarzotv,;@hiip.madrid,;@beyond__archives,;@rabagoisabel,;@angelaporterooficial;Unknown;Unknown;13359;61.9 %
Unknown;Laura Mullor ;545300;403600;3900;lauramullorhernandez;https://www.instagram.com/lauramullorhernandez/?hl=es;Beauty;Photography;Unknown;Unknown;spain;@joseptienzaphoto,;@akabadgyal,;@judithendje,;@xenia_molina,;@nengoflowofficial,;@fostershollywood,;@inmahernandezpino,;@elalfaeljefe,;@darell,;@noriel;Unknown;Unknown;Unknown;Unknown
Singapore; Kim Lim ;341300;88600;6100;kimlimhl;https://www.instagram.com/kimlimhl/?hl=es;Beauty;Lifestyle;Unknown;Unknown;spain;@papillahaircare,;@illumiatherapeutics.sg,;@illumiamedical,;@sghseen,;@crememaisonbakery,;@haagendazssg,;@theivorybridal.,;@theivorybridal,;@nicolefeliciacouture,;@bakerybrera;Unknown;Unknown;Unknown;44.1 %
Spain;Carmen Farala ;173100;63900;11400;carmenfarala;https://www.instagram.com/carmenfarala/?hl=es;Beauty;Unknown;Unknown;Unknown;spain;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;36008;Unknown
Spain; Perfumerias Primor ;1200000;796400;1500;pprimor;https://www.instagram.com/pprimor/?hl=es;Beauty;Unknown;Unknown;Unknown;spain;@s,;@pprimor,;@moi_world,;@youaretheprincess,;@nichebeautylab,;@krashkosmetics,;@guerlain,;@fancyhandy,;@annemollercosmetics,;@pinkducklondon;31600;Unknown;28072;81.0 %
Spain; Marta Soriano ;327500;217600;5500;msorianob;https://www.instagram.com/msorianob/?hl=es;Beauty;Unknown;Unknown;Unknown;spain;@msorianob,;@s,;@quanticlo,;@vpplazaespanadesign,;@centros_laserum,;@mesoestetic,;@panamajack,;@lowlitaandyou,;@buendiacorralejo,;@topcar_canarias;54800;Unknown;Unknown;71.0 %
Egypt; Sayed Moawad ;746800;144200;2300;sayed.moawed;https://www.instagram.com/sayed.moawed/?hl=es;Beauty;Unknown;Unknown;Unknown;spain;@hossam_ashour.25,;@marwan_mohsen9,;@h14ghaly,;@alymazhar,;@gawadeladl,;@yaser_elshanawany,;@aboutrikamohammed,;@geddoo15,;@sameh_abohassan;Unknown;Unknown;Unknown;Unknown;9.2 %
United States; Daily Curated Beauty Content ;215900;20800;7700;flawlesskit;https://www.instagram.com/flawlesskit/?hl=es;Beauty;Unknown;Unknown;Unknown;spain;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown
Spain;Juan Avellaneda;300300;121400;5600;avellaneda_eu;https://www.instagram.com/avellaneda_eu/?hl=es;Beauty;Fashion ;Unknown;Unknown;spain;@avellaneda_official,;@danielbrull,;@officialnievesa,;@rtve,;@rosamatilla,;@diorbeauty,;@sandcopenhagen,;@anthonybogdan,;@elmundo_es,;@fueradeserie;Unknown;Unknown;Unknown;59.8 %
Spain; Adriana Torrebejano ;229000;128100;7200;torrebe;https://www.instagram.com/torrebe/?hl=es;Beauty;Cinema & Actors/actresses;Unknown;Unknown;spain;@romerodeluquefoto,;@victorgarciacid,;@_eduardocasanova,;@atresplayer,;@manuelfiestas,;@morellato_official,;@carpantis,;@blascanto_es,;@dangelomusica,;@martita_de_grana;Unknown;Unknown;56004;38.3 %
Unknown; Alana ;252700;168100;6600;lahijadeljeque;https://www.instagram.com/lahijadeljeque/?hl=es;Beauty;Unknown;Unknown;Unknown;spain;@catrice.cosmetics,;@karlacosmetics,;@caterina_hurtado_fernandez,;@staceymariemua,;@bperfectcosmetics,;@lahijadeljeque,;@__sweety__shop__,;@evyxo_,;@tomanenashop,;@ainhoabenede;Unknown;Unknown;Unknown;
Spain; Luc Loren ;273600;163100;5600;lucloren;https://www.instagram.com/lucloren/?hl=es;Beauty;Shows;Music;Unknown;spain;@diorbeauty,;@mikegshot,;@arenal_sound,;@thegardenarium,;@elrowofficial,;@boatjump.official,;@hm,;@mamacasquet,;@jau4ever,;@nescafe_es;52700;Unknown;30863;64.3 %
Spain;María Jose Suárez;348400;193600;4200;mariajosesuarezoficial;https://www.instagram.com/mariajosesuarezoficial/?hl=es;Beauty;Fashion;Unknown;Unknown;spain;@mjsuarez_collections,;@edenroccapcana,;@rubenbejarano,;@theatypicalproject,;@carmelajapon,;@davidhoyos35,;@mariafelina,;@cristinarodrigovaron,;@hermandad_del_gran_poder_,;@raquelrodriguez3;Unknown;Unknown;Unknown;79.2 %
